,user,tweet,location,description,friends_count,followers_count,statuses_count,created_at,retweet_count,hashtags
92,summedupkenya,"Four counties to get Sh559 million for drought mitigation
 https://t.co/nKoa8NlWGb","Nairobi, Kenya","Get yourself covered by News Summed Up! Email us at aprilinnovationslab@gmail.com
Download now https://t.co/5vDRNSUuRg",162,358,188792,2016-06-13 12:00:11,0,[]
93,NairobiExposed,Nitakufinya: Burale Vows To End His 9 Years Sex Drought With A Serious Session In Bedroom - https://t.co/2HWBpNI9Zh,"Nairobi, Kenya","Fearless, Explosive and Accurate Reporting. email: neceo.ne@gmail.com",2065,16507,14035,2012-09-24 09:53:10,0,[]
94,OliverMathenge,1.4m Kenyans surviving on food aid due to drought — Red Cross https://t.co/kXkU3dDB7t,"Nairobi, Kenya","Storyteller | Comms | Point of View Journalist | Radio Africa Group Digital Editor | #OliverSays | #TheWeeklyPerspective | #TheVillager.
RTs may be endorsements",4668,412793,157368,2009-03-22 10:57:43,4,[]
95,GBenjah,"@NationAfrica We were not prepared end times will be like this, na sisi tunangoja tarubeta @brianwairimu… https://t.co/mXeUNVJ17Z",Nairobi kenya,Economics and political science @university of Nairobi. Finance accounting @KASNEB works as policy analyst.. home  @Laikipiacounty. Nanyuki best reserve.,365,86,2421,2012-09-03 20:00:11,0,[]
96,WFP_Kenya,"A real pleasure to meet with @EugeneLWamalwa and  @Devolution_254 team, discussing how @WFP_Kenya
and other partner… https://t.co/KzOIeSiNWR",Nairobi,The world's largest humanitarian agency working towards #ZeroHunger – follow for news on the food and nutrition situation in Kenya,302,1722,771,2020-02-26 14:12:11,3,[]
97,mejja_mwangi,"Doomsday climate report warns of ""devastating"" future of heatwaves and drought https://t.co/vfsUtKsqF4","Nairobi, Kenya","Purely Kenyan, |  | ⚽  SPORTS Analyst |

 CEO & Founder of @PristineCondit1 | Tech-preneur | @CHELSEAFC fan⚽ | Advocate of equal rights & justice for all |",6393,5914,49663,2013-09-21 10:47:54,0,[]
98,summedupkenya,"1.4m Kenyans surviving on food aid due to drought — Red Cross
 https://t.co/5ipVHzBXa0","Nairobi, Kenya","Get yourself covered by News Summed Up! Email us at aprilinnovationslab@gmail.com
Download now https://t.co/5vDRNSUuRg",162,358,188792,2016-06-13 12:00:11,0,[]
99,Iam_Archiset,"@WilliamsRuto U guy my guy, there's drought in our 14 counties","Nairobi, Kenya","living for something
the good life °
Construction °
Nature Conservative °",1697,625,2157,2011-05-13 11:24:36,0,[]
100,WFP_Kenya,@EugeneLWamalwa @WorldBankKenya @FAOKenya @EUinKenya @UnKenya A real pleasure to meet with @EugeneL.Wamalwa and… https://t.co/o8BQqQeKUX,Nairobi,The world's largest humanitarian agency working towards #ZeroHunger – follow for news on the food and nutrition situation in Kenya,302,1722,771,2020-02-26 14:12:11,2,[]
101,ntvkenya,"""She Starved To Death"":

One person is reported to have died of starvation in Ganze, Kilifi county.

200,000 others… https://t.co/SUgOquPyDZ",Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3024560,540585,2009-03-23 11:30:40,4,[]
102,WajirCountyKE,@WajirCountyKE appreciates WFP'S Commitment and the flexibility to plan and execute programmes together through a M… https://t.co/OG5yFfXUJS,"Wajir, Kenya",Official Twitter Handle for County Government of Wajir. #TransformingWajirCountyKE.,650,6473,1609,2018-01-24 07:44:39,0,[]
103,ratemo_chris,@MillicentOmanga What does have to do with drought in wajir killing animals take your wheelbarrow there to fetch wa… https://t.co/bGe1Ttv6gh,"Nairobi, Kenya","Businessman flex energies Ltd, father 2
 sons, financial consultant, staunch Christian, tithe giver.",997,268,1390,2019-02-09 18:30:18,0,[]
104,DKambKenSom,"New @IPCC_CH reports concludes: 
1⃣ Indisputable that #climatechange is man-made
2⃣ 1,09° temp rise since 1850, of… https://t.co/KBT5uaL8Yr","Nairobi, Kenya","Ambassador of Denmark to Kenya, Somalia, the Seychelles and Eritrea.",333,1767,64,2021-03-12 08:30:21,5,"[{'text': 'climatechange', 'indices': [54, 68]}]"
105,KBCChannel1,"BOOSTING SORGHUM PRODUCTION: New hybrid sorghum variety is drought resistant. ^CO
#LunchTimeNews
#ThisIsKBC https://t.co/CpP0cGTmME","Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,379258,232544,2011-02-07 14:57:10,1,"[{'text': 'LunchTimeNews', 'indices': [82, 96]}, {'text': 'ThisIsKBC', 'indices': [97, 107]}]"
106,KBCChannel1,"KILIFI BITING DROUGHT: For three years now, residents of Ganze Sub-county in Kilifi have grappled with failed rains… https://t.co/jqBIGXh5lQ","Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,379258,232544,2011-02-07 14:57:10,1,[]
107,Jamah2000,"In citing recent examples of natural disasters linked to the global #ClimateCrisis, much of the global media doesn'… https://t.co/llLi2yG9um",Nairobi,"@africa_ci, Previous: @standardkenya. Views personal.",1221,2178,4071,2009-08-28 14:00:06,2,"[{'text': 'ClimateCrisis', 'indices': [68, 82]}]"
108,MohamedFall,Vava struggles to feed her family in southern #Madagascar. Two of her children are suffering from severe acute … https://t.co/s2EMMvYVOK,"Nairobi, Kenya",UNICEF - Regional Director for Eastern and Southern Africa,4978,10509,3817,2011-05-17 19:31:57,4,"[{'text': 'Madagascar', 'indices': [46, 57]}]"
109,areahodhis,"Residents of Ganze constituency, Kilifi COUNTY are dying out of hunger &amp; drought.
No one including our politicians… https://t.co/Ghh96SM8Yi",Nairobi.,"|Manchester United|❤️|JAH runtIngs'|
                             |Egalitarian|",4996,1023,4261,2014-09-30 13:21:17,0,[]
110,aruhweza,"As the latest @IPCC_CH report comes out today; 
@wwf_mada CEO shares a personal reflection on #faminestruck… https://t.co/jCu0U9j5Yk","Nairobi, Kenya",Africa Region Director @WWF; All views R mine. @AspenNewVoices Senior Fellow; Board Membr #OneCGIAR & @EverGreeningA; #GenderChampion; Former @UNDP & @africa_ci,4973,2489,19922,2009-05-19 10:42:38,2,"[{'text': 'faminestruck', 'indices': [94, 107]}]"
111,Aliafkalahaye,@HSKhayre That human being is very very afraid of truth and thrives in lies and concoctions of unrealistic reportin… https://t.co/EVfznXaON6,"Nairobi, Kenya",samatar,365,59,1087,2017-03-12 17:49:58,0,[]
112,KoechPete,@Gunner2Jasper It's not like Olivier Giroud's drought that made us lose the title,Nairobi,"LLB (Hons.) Football Freak. A for Arsenal,,,, not Apple. The summoned Angel from Africa. 
peterrock2013@gmail.com",317,66,914,2020-12-29 08:51:56,0,[]
113,Visky_Ivan,"@nobodhee @Oliveresuana As I always say, United has come a long way. The damn team is older than us FFS, there were… https://t.co/GUmVwnkSDL","Nairobi, Kenya",Whats a King to a God,957,843,2576,2013-02-10 21:07:55,0,[]
114,Moseskymngetich,@citizentvkenya Goodness gracious me. The drought in Wajir is devastating. Maize socked for animals to feed on? The… https://t.co/A5znEXZOyX,"Eldoret,Kenya","God fearing|Social Media Activist|Africa's Child|Mummy's Boy|Teacher| @Hot_96Kenya Veteran Fan|Humble.

#JeffAndHamoOnHot
#Hot96Drive
#Dropzone",1220,5405,49680,2014-03-27 04:35:08,0,[]
115,orutwasam,"@citizentvkenya @KoinangeJeff @VickyRubadiri #sundaylive A Yearly drought is not new thing in northern Kenya ,the g… https://t.co/5CQnQSLnid","Nairobi, Kenya",fairness to all is a greatest way to achieve equality,549,1019,24374,2016-09-23 05:50:55,0,"[{'text': 'sundaylive', 'indices': [45, 56]}]"
116,citizentvkenya,"DROUGHT AND HUNGER

12 counties on drought alert with two million people facing starvation
Counties in northern Ken… https://t.co/6yahfGJeb9","Nairobi, Kenya",Kenya's Premier TV Station. Breaking News / Entertainment / Your Favorite Local TV Shows. Follow us on https://t.co/zFxsEropBr,156,3415635,597525,2009-08-31 13:42:16,10,[]
117,AyubWesonga,"@citizentvkenya @VickyRubadiri @KoinangeJeff #sundaylive 
Just until when shall we keep promising to mitigate droug… https://t.co/r9iOKWeJT9","Nairobi, Kenya",I am a born again Leader. Committed to causing a change in Kenyan governance. A governance where citizens attach value to their choices without strain.,70,48,56,2016-05-07 00:50:44,0,"[{'text': 'sundaylive', 'indices': [45, 56]}]"
118,OgolaAlfred,"@WilliamsRuto ,in your plans, chip in something on water conservation and harvesting. We cant talk about floods the… https://t.co/n0UuqPUx6r",Kasarani,Sales Agent,1094,274,1852,2012-11-30 08:24:48,0,[]
119,joemosety,Baringo has a cycle of humanitarian problems that change from season to another but the #poisonedwater must’ve been… https://t.co/4nETgbqDC7,"Nairobi, Kenya","Believer,engineer by profession, cook for a hobby, founder of @mozet_spices and a WWE enthusiast: I'M THE GUY",959,2102,2234,2017-05-09 03:39:14,0,"[{'text': 'poisonedwater', 'indices': [88, 102]}]"
120,OkeloMwalimu,The government must come up with ways of cushioning Kenyans living in Northern counties against the ravages of drou… https://t.co/5QSkOTPdJr,"Nairobi, Kenya",Humble and hardworking citizen | Chelsea diehard | future leader | believer in truth | teacher,152,73,1260,2019-03-10 05:43:36,0,[]
121,okeweg,"12 Northern Kenya counties are in drought and hunger. Human and Livestock lives on the edge.
Water is now a preciou… https://t.co/l5ubcE9Ate",Nairobi,"#Food Science and Technology

#Oil and Gas

#Agribusiness Management

#Dairy Farmer",2470,1413,49906,2009-10-23 08:31:00,0,[]
122,OgolaAlfred,"A few Months ago, we were talking about floods, now its drought...who bewitched us.",Kasarani,Sales Agent,1094,274,1852,2012-11-30 08:24:48,0,[]
123,kuria_sylvia,Resilience is one of the principles of Agroecology. Diversified agroecological systems are more resilient – they ha… https://t.co/1Yipqjx3eq,"Limuru, Kenya","Organic Farmer. 
I believe safe food is a basic human right. 
#igrowhonestfood #organicinfluencer #organicretail  #agroecology #womeninagriculture",190,191,90,2020-04-24 10:55:02,10,[]
124,stephenmuriun11,Amos4:7-.. Bible-says...it will be RAIN in One CITY... the other CITY..it's Drought FAMINE..marku..the same Land...… https://t.co/T68NvcyiKH,,,25,112,15878,2020-04-18 11:44:47,0,[]
125,RWayodi,@EricNjiiru Aubameyang goal drought set to continue this month,"Nairobi, Kenya",Godspeed || Aspiring Full Stack Developer || Family || Manchester United || #MUFC,1114,270,4923,2013-08-26 21:24:42,0,[]
126,okeweg,There is drought in the pastoralists communities. So serious that livestock farmers are feeding boiled maize to ani… https://t.co/kxQQJTeiY6,Nairobi,"#Food Science and Technology

#Oil and Gas

#Agribusiness Management

#Dairy Farmer",2470,1413,49906,2009-10-23 08:31:00,1,[]
127,LeonardOmullo,"PASTORALISM AND LAND USE.
As a Country we hve ignored to secure the movement corridors for pastoral livestock and w… https://t.co/q7TEX5jcPs","Nairobi,Kenya","Director,NRM; Land  https://t.co/Zksss1NRaa resources ecologist/surveyor.A practitioner of environment,Land, natural resources mngt, policy development,n Climat",216,136,3572,2016-01-27 15:05:56,0,[]
128,patnjom,Aubameyang goal drought is so worrying by the way...,"Thika, Kenya","Sapiosexual!!

By Grace,Through Faith🙏",3542,1706,8514,2014-06-20 06:04:27,0,[]
129,stephenmuriun11,Amos 4:7-I told you..I ever what to understand Wisdom..Bible-says-I will rain one City-the other City Drought/FAMIN… https://t.co/VqIOEkX1Z4,,,25,112,15878,2020-04-18 11:44:47,0,[]
130,stephenmuriun11,Am trying to learn something here..Bible-says-I will rain one block..the other block..it's DROUGHT! look here-this… https://t.co/PK3Wccf0iF,,,25,112,15878,2020-04-18 11:44:47,0,[]
131,KenyaTodayNews,Olympic medal drought a wake-up call https://t.co/N6ON7AyPm8,Nairobi Kenya,Where you get all your latest Kenyan news from the top sites in one place.,36,1007,70437,2016-04-21 23:28:02,0,[]
132,Sirajurahman_A,The boy from Malkagalla village in Isiolo county crying after his only means of transport collapsed and died due to… https://t.co/x5RuDYE8bQ,"Nairobi, Kenya",Investigative Repoter @KTNNewsKE  @StandardKenya // Private Investigator// Patriot,1194,2515,1472,2012-07-28 14:56:28,1,[]
133,mpf1somalia,Floods &amp; droughts are some of the most tangible &amp; devastating consequences of the climate crisis. It is crucial tha… https://t.co/XMTqH766Wh,"Nairobi, Kenya",The Multi-Partner Fund for Somalia managed by World Bank Group,286,1004,995,2020-06-03 15:38:36,1,[]
134,elizaphan,@KCDF @NguzoAfrica It is drought resistant. Ideally for rehabilitation of degraded lands in ASALs.,"Nairobi, Kenya","Executive Director @NguzoAfrica. Works at the intersection of Governance, Sustainable Development & Community Philanthropy. Publisher. DXP 👍. Father.",418,201,862,2009-04-30 08:23:38,0,[]
135,NoorAliNews,"Be forewarned,severe drought ravaging most parts of the country threatens to worsen food insecurity/hunger and wild… https://t.co/hkumc8ATzN","Isiolo,Kenya",Humanitarian  and investigative journalist based in Isiolo north Kenya,171,310,2488,2011-11-20 22:37:17,1,[]
